F_Left,F_Right,B_Left,B_Right,BR_Left,BR_Right,Label
232,911,279,871,487,457,p3_오른다리꼬기
966,341,874,340,446,481,p4_왼다리꼬기
470,728,384,712,209,697,p5_오른쪽기대기
789,485,641,471,694,222,p6_왼쪽기대기
8,4,3,2,1,1,p0_앉지않음
710,693,643,611,537,503,p1_정자세
843,820,333,465,17,6,p2_앞으로숙이기
388,936,306,913,458,393,p3_오른다리꼬기
914,362,825,328,383,489,p4_왼다리꼬기
456,700,444,721,204,620,p5_오른쪽기대기
724,443,688,503,649,225,p6_왼쪽기대기
9,3,4,11,3,0,p0_앉지않음
719,700,691,612,466,472,p1_정자세
827,882,340,368,6,20,p2_앞으로숙이기
413,886,285,868,508,466,p3_오른다리꼬기
872,269,805,303,423,457,p4_왼다리꼬기
472,697,391,778,226,719,p5_오른쪽기대기
776,478,766,448,658,198,p6_왼쪽기대기
0,9,6,5,1,2,p0_앉지않음
670,730,584,659,522,492,p1_정자세
864,810,351,411,18,5,p2_앞으로숙이기
376,878,290,796,415,488,p3_오른다리꼬기
901,330,845,324,467,446,p4_왼다리꼬기
554,798,470,702,219,662,p5_오른쪽기대기
803,544,649,395,621,229,p6_왼쪽기대기
0,6,6,8,2,0,p0_앉지않음
652,640,623,640,453,558,p1_정자세
796,903,459,444,11,16,p2_앞으로숙이기
286,936,296,833,401,350,p3_오른다리꼬기
858,405,833,291,476,522,p4_왼다리꼬기
566,701,352,817,268,657,p5_오른쪽기대기
686,548,694,444,685,210,p6_왼쪽기대기
1,4,6,6,2,2,p0_앉지않음
681,708,481,627,530,484,p1_정자세
831,808,450,427,19,6,p2_앞으로숙이기
341,888,285,825,436,483,p3_오른다리꼬기
823,438,869,297,486,391,p4_왼다리꼬기
466,743,518,697,213,626,p5_오른쪽기대기
774,583,749,445,677,217,p6_왼쪽기대기
6,8,8,4,2,1,p0_앉지않음
653,686,646,566,534,389,p1_정자세
958,910,386,400,16,12,p2_앞으로숙이기
359,894,295,857,397,451,p3_오른다리꼬기
906,356,841,356,435,459,p4_왼다리꼬기
564,746,460,695,237,639,p5_오른쪽기대기
814,494,657,483,637,218,p6_왼쪽기대기
0,5,3,1,1,1,p0_앉지않음
697,631,665,718,511,532,p1_정자세
893,899,493,375,11,18,p2_앞으로숙이기
385,931,394,850,467,410,p3_오른다리꼬기
985,333,837,282,424,420,p4_왼다리꼬기
473,681,410,797,222,687,p5_오른쪽기대기
808,591,611,388,617,185,p6_왼쪽기대기
4,3,5,5,1,0,p0_앉지않음
650,672,637,593,480,454,p1_정자세
844,807,357,334,14,10,p2_앞으로숙이기
395,916,296,818,465,477,p3_오른다리꼬기
905,430,868,345,455,477,p4_왼다리꼬기
460,727,467,717,215,694,p5_오른쪽기대기
678,451,711,413,785,215,p6_왼쪽기대기
4,3,3,5,2,1,p0_앉지않음
686,767,719,662,446,521,p1_정자세
912,904,436,471,15,18,p2_앞으로숙이기
315,911,366,826,415,453,p3_오른다리꼬기
890,382,831,385,398,500,p4_왼다리꼬기
461,660,461,687,166,582,p5_오른쪽기대기
749,548,729,452,669,199,p6_왼쪽기대기
0,0,4,4,2,2,p0_앉지않음
730,685,580,670,521,404,p1_정자세
816,822,405,359,14,13,p2_앞으로숙이기
342,871,268,806,465,472,p3_오른다리꼬기
869,426,837,376,424,368,p4_왼다리꼬기
520,762,451,667,198,629,p5_오른쪽기대기
734,542,709,480,640,189,p6_왼쪽기대기
1,3,0,3,1,2,p0_앉지않음
686,717,541,647,432,451,p1_정자세
842,901,418,400,14,11,p2_앞으로숙이기
322,917,230,873,434,483,p3_오른다리꼬기
938,266,826,257,377,408,p4_왼다리꼬기
622,780,545,741,177,634,p5_오른쪽기대기
779,521,671,374,781,195,p6_왼쪽기대기
4,5,4,5,3,1,p0_앉지않음
641,691,626,721,546,504,p1_정자세
798,800,400,416,13,12,p2_앞으로숙이기
320,899,180,805,424,498,p3_오른다리꼬기
867,359,859,364,500,447,p4_왼다리꼬기
476,716,437,678,216,666,p5_오른쪽기대기
779,562,793,456,693,189,p6_왼쪽기대기
8,8,8,5,1,0,p0_앉지않음
697,776,634,689,533,488,p1_정자세
902,733,338,354,10,16,p2_앞으로숙이기
364,915,329,811,401,465,p3_오른다리꼬기
874,271,888,369,512,457,p4_왼다리꼬기
531,818,417,755,208,686,p5_오른쪽기대기
759,564,711,375,708,171,p6_왼쪽기대기
8,4,8,8,2,2,p0_앉지않음
721,599,655,594,506,454,p1_정자세
802,914,453,399,15,13,p2_앞으로숙이기
378,872,349,839,433,450,p3_오른다리꼬기
876,366,828,323,498,421,p4_왼다리꼬기
493,773,428,723,216,693,p5_오른쪽기대기
719,452,684,401,672,165,p6_왼쪽기대기
11,8,5,7,0,4,p0_앉지않음
670,693,557,674,455,504,p1_정자세
828,806,359,411,8,11,p2_앞으로숙이기
383,1004,323,813,435,451,p3_오른다리꼬기
886,395,858,345,437,503,p4_왼다리꼬기
491,701,558,608,177,624,p5_오른쪽기대기
875,590,774,433,747,211,p6_왼쪽기대기
7,5,4,4,1,2,p0_앉지않음
718,698,725,501,520,528,p1_정자세
895,847,410,449,22,13,p2_앞으로숙이기
363,967,193,822,508,493,p3_오른다리꼬기
920,327,814,270,511,424,p4_왼다리꼬기
505,712,492,673,197,582,p5_오른쪽기대기
669,500,633,555,567,175,p6_왼쪽기대기
5,3,1,2,1,1,p0_앉지않음
797,703,709,675,544,388,p1_정자세
837,902,371,488,22,12,p2_앞으로숙이기
324,859,268,800,467,391,p3_오른다리꼬기
924,381,783,377,470,479,p4_왼다리꼬기
462,781,506,695,260,651,p5_오른쪽기대기
807,514,729,366,664,177,p6_왼쪽기대기
2,10,4,1,1,0,p0_앉지않음
771,665,676,717,479,521,p1_정자세
808,947,446,390,11,14,p2_앞으로숙이기
333,978,238,855,449,445,p3_오른다리꼬기
895,344,884,330,466,328,p4_왼다리꼬기
514,667,482,773,172,639,p5_오른쪽기대기
720,561,704,536,666,207,p6_왼쪽기대기
5,7,0,5,1,2,p0_앉지않음
690,648,650,595,422,529,p1_정자세
873,868,465,366,7,14,p2_앞으로숙이기
332,866,296,825,376,432,p3_오른다리꼬기
854,361,823,355,514,477,p4_왼다리꼬기
422,825,528,700,239,627,p5_오른쪽기대기
656,461,786,375,649,201,p6_왼쪽기대기
3,3,5,3,0,2,p0_앉지않음
753,743,609,587,488,562,p1_정자세
875,878,444,421,15,18,p2_앞으로숙이기
322,843,336,899,405,482,p3_오른다리꼬기
967,349,817,306,427,425,p4_왼다리꼬기
521,669,377,700,199,663,p5_오른쪽기대기
843,505,729,401,680,184,p6_왼쪽기대기
5,4,8,1,0,1,p0_앉지않음
723,707,711,671,477,406,p1_정자세
840,891,380,401,17,9,p2_앞으로숙이기
381,965,291,804,447,361,p3_오른다리꼬기
913,372,917,290,466,415,p4_왼다리꼬기
482,673,440,684,208,625,p5_오른쪽기대기
754,483,683,454,651,222,p6_왼쪽기대기
4,3,4,2,1,4,p0_앉지않음
654,686,630,637,486,511,p1_정자세
781,891,431,337,3,10,p2_앞으로숙이기
337,1003,327,777,422,447,p3_오른다리꼬기
910,284,844,264,405,460,p4_왼다리꼬기
538,792,478,675,221,662,p5_오른쪽기대기
756,469,675,453,747,209,p6_왼쪽기대기
3,2,3,11,1,2,p0_앉지않음
681,713,689,621,474,566,p1_정자세
889,881,439,422,25,15,p2_앞으로숙이기
378,841,258,801,500,347,p3_오른다리꼬기
883,200,816,275,505,465,p4_왼다리꼬기
458,803,450,701,163,610,p5_오른쪽기대기
708,502,703,527,665,118,p6_왼쪽기대기
5,0,2,2,1,0,p0_앉지않음
710,629,667,761,446,488,p1_정자세
749,837,432,436,15,19,p2_앞으로숙이기
477,968,273,791,433,412,p3_오른다리꼬기
918,290,847,341,445,412,p4_왼다리꼬기
558,656,433,697,200,657,p5_오른쪽기대기
780,498,681,429,625,223,p6_왼쪽기대기
3,7,5,3,2,1,p0_앉지않음
731,710,620,676,521,546,p1_정자세
888,869,343,522,7,19,p2_앞으로숙이기
371,853,293,846,502,421,p3_오른다리꼬기
889,233,919,246,463,445,p4_왼다리꼬기
495,790,533,712,219,663,p5_오른쪽기대기
800,476,753,505,693,180,p6_왼쪽기대기
4,5,0,9,1,2,p0_앉지않음
671,633,619,660,526,506,p1_정자세
863,836,424,474,18,19,p2_앞으로숙이기
364,839,247,868,449,467,p3_오른다리꼬기
967,386,900,304,417,447,p4_왼다리꼬기
459,827,489,726,237,569,p5_오른쪽기대기
779,434,699,434,676,206,p6_왼쪽기대기
9,3,7,5,0,1,p0_앉지않음
692,755,673,591,494,580,p1_정자세
854,836,424,438,12,17,p2_앞으로숙이기
333,928,308,869,419,417,p3_오른다리꼬기
937,346,861,284,485,425,p4_왼다리꼬기
493,789,508,673,258,662,p5_오른쪽기대기
697,518,680,471,648,202,p6_왼쪽기대기
2,7,1,1,2,3,p0_앉지않음
682,735,703,690,487,456,p1_정자세
761,839,458,343,18,10,p2_앞으로숙이기
355,928,267,856,433,478,p3_오른다리꼬기
909,352,912,333,422,446,p4_왼다리꼬기
496,754,576,718,138,628,p5_오른쪽기대기
653,483,600,406,589,211,p6_왼쪽기대기
5,5,4,0,2,3,p0_앉지않음
720,678,578,604,518,542,p1_정자세
860,881,435,425,11,15,p2_앞으로숙이기
307,900,316,917,397,469,p3_오른다리꼬기
959,387,883,329,501,406,p4_왼다리꼬기
430,749,341,761,236,632,p5_오른쪽기대기
731,496,702,456,672,194,p6_왼쪽기대기
7,6,3,9,0,1,p0_앉지않음
748,663,665,677,465,497,p1_정자세
843,827,515,361,20,13,p2_앞으로숙이기
295,904,332,886,512,567,p3_오른다리꼬기
910,316,868,286,487,398,p4_왼다리꼬기
618,792,365,664,224,697,p5_오른쪽기대기
686,535,602,445,694,183,p6_왼쪽기대기
0,5,3,6,1,1,p0_앉지않음
598,708,641,590,507,541,p1_정자세
841,860,413,339,25,12,p2_앞으로숙이기
382,930,293,874,459,393,p3_오른다리꼬기
886,319,831,234,495,514,p4_왼다리꼬기
548,813,432,668,176,675,p5_오른쪽기대기
761,496,764,470,616,179,p6_왼쪽기대기
7,8,6,10,3,2,p0_앉지않음
658,634,630,687,573,516,p1_정자세
896,840,431,441,5,12,p2_앞으로숙이기
397,910,240,752,435,447,p3_오른다리꼬기
864,357,870,333,355,397,p4_왼다리꼬기
484,778,474,723,188,636,p5_오른쪽기대기
713,538,653,492,658,198,p6_왼쪽기대기
3,0,3,4,0,1,p0_앉지않음
746,728,625,652,477,505,p1_정자세
911,888,426,375,18,6,p2_앞으로숙이기
337,923,337,876,461,442,p3_오른다리꼬기
921,302,816,303,456,376,p4_왼다리꼬기
522,788,446,818,179,635,p5_오른쪽기대기
730,496,683,379,628,197,p6_왼쪽기대기
8,11,9,2,1,1,p0_앉지않음
789,691,583,624,530,527,p1_정자세
841,877,286,405,19,10,p2_앞으로숙이기
308,825,379,821,459,474,p3_오른다리꼬기
960,342,828,308,501,443,p4_왼다리꼬기
452,672,388,743,190,625,p5_오른쪽기대기
714,504,688,436,703,246,p6_왼쪽기대기
0,5,2,4,2,1,p0_앉지않음
711,733,664,617,474,442,p1_정자세
815,928,360,340,16,14,p2_앞으로숙이기
340,956,327,828,433,429,p3_오른다리꼬기
934,334,778,297,388,537,p4_왼다리꼬기
451,741,462,685,191,666,p5_오른쪽기대기
826,538,773,397,662,204,p6_왼쪽기대기
6,9,4,3,2,0,p0_앉지않음
688,693,603,702,457,494,p1_정자세
861,904,399,446,18,15,p2_앞으로숙이기
295,842,305,828,486,479,p3_오른다리꼬기
892,292,870,249,419,410,p4_왼다리꼬기
493,808,449,677,154,672,p5_오른쪽기대기
710,505,682,491,643,198,p6_왼쪽기대기
6,11,7,4,2,1,p0_앉지않음
652,672,611,682,457,553,p1_정자세
880,850,400,372,16,20,p2_앞으로숙이기
314,838,335,862,405,420,p3_오른다리꼬기
865,313,837,286,423,419,p4_왼다리꼬기
488,758,434,757,215,586,p5_오른쪽기대기
776,530,678,375,650,199,p6_왼쪽기대기
1,0,4,4,1,1,p0_앉지않음
644,678,676,632,433,481,p1_정자세
807,860,415,317,18,9,p2_앞으로숙이기
427,898,237,804,463,434,p3_오른다리꼬기
896,430,822,302,506,460,p4_왼다리꼬기
419,775,391,770,175,768,p5_오른쪽기대기
823,460,701,487,681,213,p6_왼쪽기대기
8,4,3,3,2,2,p0_앉지않음
714,739,547,665,508,566,p1_정자세
788,912,403,424,23,17,p2_앞으로숙이기
370,909,275,848,421,448,p3_오른다리꼬기
806,371,845,283,458,392,p4_왼다리꼬기
596,744,442,651,200,705,p5_오른쪽기대기
801,542,727,432,591,193,p6_왼쪽기대기
4,8,5,9,3,1,p0_앉지않음
610,769,717,581,560,515,p1_정자세
856,914,467,432,17,18,p2_앞으로숙이기
329,897,254,836,435,424,p3_오른다리꼬기
905,333,870,218,445,455,p4_왼다리꼬기
484,741,370,717,219,669,p5_오른쪽기대기
801,510,723,457,677,152,p6_왼쪽기대기
2,9,0,4,3,1,p0_앉지않음
679,706,632,651,472,544,p1_정자세
906,844,330,373,14,17,p2_앞으로숙이기
299,869,325,887,425,396,p3_오른다리꼬기
1023,389,839,343,445,484,p4_왼다리꼬기
507,754,444,627,258,612,p5_오른쪽기대기
681,489,651,447,677,229,p6_왼쪽기대기
7,4,5,6,0,2,p0_앉지않음
627,802,629,640,469,474,p1_정자세
940,887,322,475,20,13,p2_앞으로숙이기
365,899,398,818,455,432,p3_오른다리꼬기
842,459,802,311,380,434,p4_왼다리꼬기
521,708,479,686,234,704,p5_오른쪽기대기
720,503,709,480,650,205,p6_왼쪽기대기
4,5,8,6,2,2,p0_앉지않음
692,715,595,713,388,496,p1_정자세
895,795,419,365,13,19,p2_앞으로숙이기
359,818,251,889,467,519,p3_오른다리꼬기
967,332,950,301,411,424,p4_왼다리꼬기
387,830,529,649,193,653,p5_오른쪽기대기
701,412,689,433,634,206,p6_왼쪽기대기
9,4,5,7,2,1,p0_앉지않음
704,727,593,713,557,471,p1_정자세
857,875,372,424,15,7,p2_앞으로숙이기
372,855,346,823,443,504,p3_오른다리꼬기
919,296,809,270,465,464,p4_왼다리꼬기
457,691,464,690,264,651,p5_오른쪽기대기
840,441,621,393,697,252,p6_왼쪽기대기
2,3,1,0,2,2,p0_앉지않음
700,629,731,624,521,441,p1_정자세
842,861,416,407,17,9,p2_앞으로숙이기
359,904,311,852,399,397,p3_오른다리꼬기
811,390,883,342,462,364,p4_왼다리꼬기
448,758,456,688,211,650,p5_오른쪽기대기
756,468,749,428,596,176,p6_왼쪽기대기
3,7,4,4,0,2,p0_앉지않음
667,694,724,675,434,429,p1_정자세
847,801,432,402,15,11,p2_앞으로숙이기
437,1013,286,864,453,439,p3_오른다리꼬기
866,295,804,320,429,346,p4_왼다리꼬기
522,748,517,718,155,560,p5_오른쪽기대기
714,468,747,449,695,160,p6_왼쪽기대기
7,7,0,8,2,2,p0_앉지않음
656,763,590,691,532,461,p1_정자세
929,859,432,323,25,8,p2_앞으로숙이기
401,860,269,881,491,399,p3_오른다리꼬기
943,402,812,379,391,425,p4_왼다리꼬기
523,707,463,712,194,683,p5_오른쪽기대기
738,511,757,489,681,165,p6_왼쪽기대기
6,2,1,4,1,2,p0_앉지않음
740,604,608,577,481,518,p1_정자세
840,826,465,284,21,12,p2_앞으로숙이기
346,878,377,800,450,471,p3_오른다리꼬기
835,304,844,255,417,436,p4_왼다리꼬기
532,732,503,650,162,727,p5_오른쪽기대기
717,434,612,503,636,192,p6_왼쪽기대기
4,8,4,12,2,3,p0_앉지않음
740,698,620,666,520,477,p1_정자세
856,899,503,442,24,11,p2_앞으로숙이기
385,953,255,830,519,410,p3_오른다리꼬기
846,426,897,321,448,432,p4_왼다리꼬기
514,828,461,808,173,649,p5_오른쪽기대기
731,445,692,470,670,265,p6_왼쪽기대기
6,8,5,10,4,2,p0_앉지않음
650,672,664,672,527,518,p1_정자세
850,824,420,492,20,17,p2_앞으로숙이기
401,885,274,820,444,433,p3_오른다리꼬기
948,326,817,397,431,456,p4_왼다리꼬기
522,693,511,731,246,622,p5_오른쪽기대기
754,501,713,377,654,157,p6_왼쪽기대기
6,0,0,7,1,1,p0_앉지않음
763,716,693,641,607,475,p1_정자세
919,847,317,424,16,9,p2_앞으로숙이기
303,899,317,751,492,430,p3_오른다리꼬기
846,397,849,360,467,449,p4_왼다리꼬기
492,774,429,657,218,644,p5_오른쪽기대기
751,554,694,450,626,212,p6_왼쪽기대기
6,7,3,3,2,2,p0_앉지않음
654,765,565,689,449,575,p1_정자세
788,896,395,381,15,18,p2_앞으로숙이기
304,867,332,781,426,571,p3_오른다리꼬기
861,407,826,325,476,495,p4_왼다리꼬기
489,849,420,711,207,605,p5_오른쪽기대기
735,508,678,572,616,235,p6_왼쪽기대기
7,4,2,2,1,0,p0_앉지않음
649,625,717,680,531,523,p1_정자세
856,908,369,405,18,8,p2_앞으로숙이기
504,901,307,900,486,451,p3_오른다리꼬기
905,274,827,325,467,498,p4_왼다리꼬기
493,680,502,771,226,643,p5_오른쪽기대기
802,671,705,384,626,218,p6_왼쪽기대기
0,5,6,9,3,2,p0_앉지않음
591,746,685,662,430,468,p1_정자세
803,769,399,360,28,14,p2_앞으로숙이기
414,837,273,853,413,433,p3_오른다리꼬기
891,338,924,318,469,471,p4_왼다리꼬기
530,745,433,708,234,695,p5_오른쪽기대기
737,538,690,451,631,194,p6_왼쪽기대기
9,5,5,0,1,1,p0_앉지않음
658,701,628,653,504,461,p1_정자세
834,853,459,412,11,16,p2_앞으로숙이기
435,936,327,879,507,493,p3_오른다리꼬기
922,403,806,224,456,452,p4_왼다리꼬기
472,791,356,673,185,584,p5_오른쪽기대기
824,432,670,495,675,166,p6_왼쪽기대기
7,5,11,6,1,1,p0_앉지않음
662,658,718,650,522,560,p1_정자세
755,901,402,421,10,11,p2_앞으로숙이기
374,995,350,900,442,425,p3_오른다리꼬기
868,325,767,263,427,442,p4_왼다리꼬기
506,768,449,670,141,626,p5_오른쪽기대기
701,523,745,496,680,195,p6_왼쪽기대기
3,2,0,7,1,0,p0_앉지않음
658,656,652,703,486,409,p1_정자세
842,843,388,368,16,15,p2_앞으로숙이기
348,916,278,830,505,472,p3_오른다리꼬기
933,411,871,346,386,458,p4_왼다리꼬기
490,833,496,668,211,656,p5_오른쪽기대기
772,449,718,438,661,178,p6_왼쪽기대기
3,8,1,2,1,1,p0_앉지않음
655,705,574,599,582,518,p1_정자세
820,866,428,449,14,19,p2_앞으로숙이기
248,857,308,863,413,460,p3_오른다리꼬기
875,336,890,345,410,407,p4_왼다리꼬기
479,748,417,752,210,666,p5_오른쪽기대기
686,558,558,491,687,187,p6_왼쪽기대기
8,4,5,6,5,3,p0_앉지않음
735,654,657,609,532,505,p1_정자세
805,853,357,407,10,15,p2_앞으로숙이기
387,897,280,858,477,405,p3_오른다리꼬기
910,415,872,302,475,468,p4_왼다리꼬기
537,648,372,750,154,666,p5_오른쪽기대기
732,450,717,460,734,181,p6_왼쪽기대기
9,6,3,7,2,2,p0_앉지않음
713,670,608,687,491,496,p1_정자세
861,860,328,464,15,13,p2_앞으로숙이기
371,909,338,871,478,504,p3_오른다리꼬기
935,341,805,383,440,431,p4_왼다리꼬기
413,766,457,624,213,630,p5_오른쪽기대기
884,471,678,406,701,188,p6_왼쪽기대기
2,7,0,6,3,2,p0_앉지않음
731,743,735,710,517,536,p1_정자세
814,881,349,381,0,17,p2_앞으로숙이기
317,944,319,894,406,491,p3_오른다리꼬기
984,388,881,308,429,480,p4_왼다리꼬기
424,729,361,664,219,670,p5_오른쪽기대기
752,508,605,431,622,180,p6_왼쪽기대기
6,2,3,0,1,0,p0_앉지않음
703,652,655,642,566,519,p1_정자세
776,799,402,353,0,21,p2_앞으로숙이기
386,920,269,867,421,458,p3_오른다리꼬기
863,425,787,361,451,430,p4_왼다리꼬기
508,786,518,715,173,652,p5_오른쪽기대기
840,567,745,489,677,234,p6_왼쪽기대기
3,0,5,2,0,1,p0_앉지않음
824,706,668,588,426,467,p1_정자세
907,863,429,436,12,21,p2_앞으로숙이기
318,956,322,778,420,378,p3_오른다리꼬기
946,348,760,318,428,390,p4_왼다리꼬기
583,755,435,680,154,597,p5_오른쪽기대기
814,476,701,347,597,218,p6_왼쪽기대기
6,10,9,4,2,1,p0_앉지않음
802,757,658,660,557,523,p1_정자세
912,762,423,374,23,22,p2_앞으로숙이기
351,961,389,852,548,448,p3_오른다리꼬기
891,393,835,304,506,450,p4_왼다리꼬기
415,768,415,743,220,708,p5_오른쪽기대기
795,554,666,490,728,179,p6_왼쪽기대기
10,3,2,5,2,2,p0_앉지않음
651,721,615,575,462,469,p1_정자세
870,896,326,417,9,18,p2_앞으로숙이기
318,857,339,826,437,361,p3_오른다리꼬기
937,391,850,223,498,423,p4_왼다리꼬기
477,865,414,737,216,665,p5_오른쪽기대기
764,518,713,447,710,160,p6_왼쪽기대기
8,7,7,8,1,0,p0_앉지않음
696,650,613,587,480,476,p1_정자세
754,878,511,430,13,14,p2_앞으로숙이기
328,903,298,816,517,390,p3_오른다리꼬기
928,344,926,317,435,440,p4_왼다리꼬기
501,692,411,610,172,653,p5_오른쪽기대기
765,401,693,478,643,180,p6_왼쪽기대기
3,3,3,5,4,1,p0_앉지않음
684,697,615,704,405,478,p1_정자세
882,838,358,422,19,16,p2_앞으로숙이기
309,918,279,879,509,345,p3_오른다리꼬기
904,263,947,276,479,448,p4_왼다리꼬기
459,703,529,747,258,652,p5_오른쪽기대기
764,486,685,397,653,176,p6_왼쪽기대기
6,5,5,10,1,2,p0_앉지않음
802,765,707,634,509,447,p1_정자세
869,860,401,451,8,23,p2_앞으로숙이기
395,897,292,869,510,454,p3_오른다리꼬기
905,350,921,281,448,508,p4_왼다리꼬기
507,806,404,689,244,622,p5_오른쪽기대기
742,512,650,429,654,201,p6_왼쪽기대기
8,9,2,5,2,3,p0_앉지않음
735,714,683,683,462,507,p1_정자세
908,841,406,387,3,15,p2_앞으로숙이기
365,879,242,814,480,528,p3_오른다리꼬기
955,282,884,266,426,431,p4_왼다리꼬기
535,797,445,695,213,672,p5_오른쪽기대기
808,435,701,396,647,193,p6_왼쪽기대기
4,2,0,0,1,1,p0_앉지않음
666,766,607,720,564,421,p1_정자세
853,834,254,327,18,25,p2_앞으로숙이기
395,912,298,917,535,426,p3_오른다리꼬기
820,245,902,297,457,378,p4_왼다리꼬기
462,735,460,680,168,618,p5_오른쪽기대기
810,512,730,405,531,184,p6_왼쪽기대기
2,6,14,7,4,2,p0_앉지않음
668,717,739,741,476,510,p1_정자세
792,882,477,401,11,16,p2_앞으로숙이기
370,903,308,843,489,479,p3_오른다리꼬기
860,299,839,336,455,424,p4_왼다리꼬기
513,733,494,716,190,659,p5_오른쪽기대기
815,471,720,446,667,180,p6_왼쪽기대기
5,8,2,1,0,0,p0_앉지않음
729,629,635,680,516,484,p1_정자세
857,854,388,389,26,19,p2_앞으로숙이기
474,880,295,796,417,526,p3_오른다리꼬기
879,445,800,247,436,447,p4_왼다리꼬기
546,772,429,693,190,613,p5_오른쪽기대기
705,551,608,530,636,176,p6_왼쪽기대기
7,9,8,6,3,0,p0_앉지않음
673,654,711,630,533,521,p1_정자세
815,826,464,361,15,11,p2_앞으로숙이기
334,898,260,811,461,416,p3_오른다리꼬기
867,303,846,347,510,420,p4_왼다리꼬기
607,699,504,663,173,620,p5_오른쪽기대기
747,528,733,402,610,172,p6_왼쪽기대기
4,4,2,5,4,1,p0_앉지않음
678,727,622,683,471,573,p1_정자세
863,825,370,374,21,8,p2_앞으로숙이기
316,877,299,839,390,434,p3_오른다리꼬기
896,318,877,345,446,459,p4_왼다리꼬기
391,728,500,678,177,741,p5_오른쪽기대기
840,523,756,338,618,185,p6_왼쪽기대기
4,3,0,6,2,3,p0_앉지않음
660,656,516,635,536,475,p1_정자세
935,839,407,331,16,5,p2_앞으로숙이기
384,928,367,809,456,472,p3_오른다리꼬기
917,306,754,317,443,427,p4_왼다리꼬기
538,747,384,603,166,745,p5_오른쪽기대기
786,509,690,437,696,185,p6_왼쪽기대기
6,3,10,7,3,1,p0_앉지않음
752,684,655,731,458,508,p1_정자세
867,870,377,504,8,22,p2_앞으로숙이기
410,976,220,815,509,374,p3_오른다리꼬기
835,325,857,379,442,425,p4_왼다리꼬기
515,773,472,691,141,613,p5_오른쪽기대기
821,509,683,505,604,193,p6_왼쪽기대기
5,3,5,4,0,2,p0_앉지않음
633,708,718,635,453,494,p1_정자세
816,873,392,485,20,14,p2_앞으로숙이기
385,884,301,835,480,507,p3_오른다리꼬기
931,396,886,327,404,518,p4_왼다리꼬기
590,738,431,730,216,641,p5_오른쪽기대기
687,515,727,486,663,191,p6_왼쪽기대기
7,5,3,4,0,1,p0_앉지않음
734,716,726,636,519,531,p1_정자세
943,855,347,442,24,13,p2_앞으로숙이기
392,949,350,855,422,446,p3_오른다리꼬기
918,395,863,281,472,484,p4_왼다리꼬기
518,708,440,747,158,566,p5_오른쪽기대기
825,525,730,396,679,208,p6_왼쪽기대기
0,9,5,3,1,0,p0_앉지않음
729,713,640,713,444,476,p1_정자세
815,838,403,421,13,10,p2_앞으로숙이기
434,996,307,819,509,392,p3_오른다리꼬기
886,315,803,285,415,450,p4_왼다리꼬기
501,718,431,688,224,644,p5_오른쪽기대기
791,529,728,519,605,185,p6_왼쪽기대기
10,4,0,4,2,0,p0_앉지않음
766,664,666,638,448,457,p1_정자세
812,893,392,373,10,20,p2_앞으로숙이기
423,947,324,861,401,440,p3_오른다리꼬기
872,258,892,265,497,485,p4_왼다리꼬기
527,780,419,792,201,662,p5_오른쪽기대기
717,453,723,460,618,156,p6_왼쪽기대기
1,8,3,3,3,0,p0_앉지않음
663,661,730,749,530,531,p1_정자세
826,927,413,442,14,13,p2_앞으로숙이기
433,921,372,860,416,426,p3_오른다리꼬기
904,318,805,360,428,455,p4_왼다리꼬기
514,720,522,644,207,659,p5_오른쪽기대기
747,435,743,487,622,221,p6_왼쪽기대기
6,1,2,8,2,1,p0_앉지않음
657,674,627,607,430,545,p1_정자세
888,799,406,354,13,13,p2_앞으로숙이기
328,980,277,817,419,491,p3_오른다리꼬기
833,311,907,312,457,535,p4_왼다리꼬기
512,714,435,643,237,672,p5_오른쪽기대기
806,560,679,402,647,173,p6_왼쪽기대기
5,8,4,5,1,2,p0_앉지않음
666,590,673,699,517,474,p1_정자세
804,869,407,393,24,10,p2_앞으로숙이기
438,901,208,842,488,435,p3_오른다리꼬기
841,341,815,324,480,407,p4_왼다리꼬기
464,787,407,645,164,664,p5_오른쪽기대기
765,465,700,526,611,141,p6_왼쪽기대기
6,4,2,6,2,0,p0_앉지않음
667,815,679,683,546,500,p1_정자세
881,878,426,383,15,12,p2_앞으로숙이기
350,853,260,838,412,429,p3_오른다리꼬기
893,370,887,276,503,487,p4_왼다리꼬기
525,757,465,759,236,703,p5_오른쪽기대기
752,527,767,418,637,200,p6_왼쪽기대기
7,7,4,0,2,1,p0_앉지않음
625,636,666,718,501,508,p1_정자세
897,788,426,399,17,12,p2_앞으로숙이기
309,905,382,884,429,396,p3_오른다리꼬기
832,415,811,283,502,385,p4_왼다리꼬기
574,737,392,687,178,667,p5_오른쪽기대기
717,404,688,382,658,164,p6_왼쪽기대기
3,5,4,5,2,0,p0_앉지않음
696,533,662,634,460,512,p1_정자세
896,830,352,408,8,11,p2_앞으로숙이기
411,902,206,778,456,484,p3_오른다리꼬기
835,372,903,394,463,470,p4_왼다리꼬기
393,854,421,653,192,710,p5_오른쪽기대기
860,506,749,452,608,244,p6_왼쪽기대기
3,9,8,6,3,4,p0_앉지않음
691,659,556,762,482,545,p1_정자세
820,911,364,340,13,12,p2_앞으로숙이기
379,897,331,838,423,426,p3_오른다리꼬기
